item_name,transaction_type,item_count,date_time
#3,add,5,2022-08-24 10:52:30
jalapeno,add,2,2022-08-24 10:51:19
clam chowder,add,3,2022-08-24 10:50:51
eggs,remove,1,2022-08-24 10:22:57
mayo,remove,1,2022-08-24 10:22:52
cheese curds,add,43,2022-08-24 10:22:43
cheese curds,remove,43,2022-08-24 10:22:31
shrimp,remove,2,2022-08-24 10:22:06
haddock fish,add,1,2022-08-24 10:21:56
lobster,remove,6,2022-08-24 10:21:34
snowcrab,remove,1,2022-08-24 10:21:30
sour cream,remove,1,2022-08-24 10:21:16
pork,add,29,2022-08-24 10:21:04
pork,add,10,2022-08-24 10:20:33
pork,add,17,2022-08-24 10:20:29
pork,remove,70,2022-08-24 10:20:28
cabbage,remove,2,2022-08-24 10:19:38
ciabatta,remove,1,2022-08-24 10:19:22
avacodo,add,3,2022-08-24 10:19:05
red onions,add,3,2022-08-24 10:18:53
ground beef,remove,1,2022-08-24 10:18:45
ribeye,add,3,2022-08-24 10:18:37
krispy kreme,remove,10,2022-08-24 10:18:32
pretzel,remove,1,2022-08-24 10:18:18
fries,remove,60,2022-08-24 10:18:08
kimchi,add,4,2022-08-24 10:17:57
water,add,20,2022-08-24 10:17:50
chili,remove,1,2022-08-23 10:35:18
5 piece cutlery,remove,2,2022-08-23 10:32:01
#8,add,20,2022-08-23 10:15:51
#1,add,15,2022-08-23 10:15:40
#1,add,8,2022-08-23 10:15:07
#8,add,12,2022-08-23 10:14:58
#8,remove,55,2022-08-23 10:14:57
#3,remove,4,2022-08-23 10:14:29
mustard,remove,1,2022-08-23 10:14:24
bbq sauce,remove,3,2022-08-23 10:14:16
paper towels,remove,1,2022-08-23 10:14:05
hoisin,add,2,2022-08-23 10:13:40
napkins,remove,4,2022-08-23 10:13:32
#1,add,6,2022-08-23 10:13:21
forks,remove,15,2022-08-23 10:12:42
salsa,remove,8,2022-08-23 10:12:36
water,add,25,2022-08-23 10:10:17
pico,add,7,2022-08-23 10:09:59
red onions,add,5,2022-08-23 10:09:51
tomato,add,12,2022-08-23 10:09:44
haddock fish,add,1,2022-08-23 10:09:22
pork,add,29,2022-08-23 10:08:50
cheese curds,add,18,2022-08-23 10:08:09
haddock fish,remove,2,2022-08-23 10:07:44
pork,add,30,2022-08-23 10:07:28
shrimp,add,2,2022-08-23 10:06:54
chicken breast,remove,3,2022-08-23 10:06:30
perogie,add,6,2022-08-23 10:06:08
perogie,add,2,2022-08-23 10:06:37
cabbage,add,1,2022-08-23 10:05:18
bacon,add,9,2022-08-23 10:04:48
bacon,add,11,2022-08-23 10:04:30
burger lettuce,add,1,2022-08-23 10:03:39
kimchi,add,2,2022-08-23 10:03:03
avacodo,remove,1,2022-08-23 10:02:58
burger lettuce,add,4,2022-08-23 10:02:40
fries,add,210,2022-08-23 10:02:14
fries,remove,282,2022-08-23 10:02:06
krispy kreme,add,10,2022-08-23 10:01:53
cheese sliced,add,1,2022-08-23 10:01:11
shredded lettuce,add,3,2022-08-23 10:00:47
limes,add,2,2022-08-23 10:00:35
cilantro,remove,1,2022-08-23 10:00:24
carrots,add,3,2022-08-23 10:00:10
dill,add,2,2022-08-23 10:00:03
chives,add,3,2022-08-23 09:59:49
bean sprouts,add,2,2022-08-23 09:59:43
ground beef,add,2,2022-08-23 09:59:19
pickles,add,1,2022-08-23 09:59:10
mayo,add,4,2022-08-23 09:58:58
cheese curds,remove,17,2022-08-23 09:58:48
ground beef,remove,1,2022-08-21 20:46:43
avacodo,remove,4,2022-08-21 20:46:37
haddock fish,add,1,2022-08-21 20:32:55
softshell crab,remove,1,2022-08-21 20:32:48
snowcrab,remove,1,2022-08-21 20:32:10
thunder chicken,remove,2,2022-08-21 20:32:00
pork,add,11,2022-08-21 20:31:51
pork,remove,44,2022-08-21 20:31:49
perogie,remove,2,2022-08-21 20:31:42
chicken breast,remove,2,2022-08-21 20:31:11
lobster,add,4,2022-08-21 20:30:50
haddock fish,remove,2,2022-08-21 20:30:24
lobster,remove,1,2022-08-21 20:30:18
mayo,remove,2,2022-08-21 20:27:51
eggs,remove,1,2022-08-21 20:27:46
cheese curds,add,3,2022-08-21 20:27:27
beef burgers,remove,2,2022-08-21 20:26:51
cheese ribbons,remove,2,2022-08-21 20:26:10
cheese sliced,add,3,2022-08-21 20:26:02
bacon,remove,5,2022-08-21 20:24:41
cabbage,remove,1,2022-08-21 20:24:07
pretzel,add,2,2022-08-21 20:23:55
pretzel,remove,5,2022-08-21 20:23:50
ciabatta,remove,2,2022-08-21 20:23:45
avacodo,remove,1,2022-08-21 20:23:26
ground beef,remove,1,2022-08-21 20:23:19
krispy kreme,add,5,2022-08-21 20:23:11
ciabatta,remove,1,2022-08-21 20:23:02
tomato,remove,1,2022-08-21 10:23:31
limes,remove,1,2022-08-21 10:15:13
pico,remove,2,2022-08-21 09:57:58
chicken breast,remove,1,2022-08-21 09:43:10
thunder chicken,remove,1,2022-08-21 09:43:03
thunder chicken,add,2,2022-08-20 21:46:52
thunder chicken,add,1,2022-08-20 21:46:41
cheese curds,add,9,2022-08-20 21:46:34
cheese ribbons,add,2,2022-08-20 21:44:29
cheese sliced,add,9,2022-08-20 21:44:12
cheese ribbons,remove,2,2022-08-20 21:42:58
shredded lettuce,remove,1,2022-08-20 21:42:26
shredded cheese,remove,1,2022-08-20 21:42:19
green onion,remove,3,2022-08-20 21:41:16
mayo,add,3,2022-08-20 21:40:53
carrots,remove,1,2022-08-20 21:40:16
krispy kreme,remove,30,2022-08-20 21:40:01
avacodo,remove,7,2022-08-20 21:39:41
ground beef,remove,1,2022-08-20 21:39:09
sour cream,remove,1,2022-08-20 21:38:56
pico,remove,2,2022-08-20 21:38:51
cabbage,remove,2,2022-08-20 21:38:45
bacon,remove,7,2022-08-20 21:38:04
beef burgers,remove,6,2022-08-20 21:37:38
snowcrab,add,1,2022-08-20 21:36:57
softshell crab,add,1,2022-08-20 21:36:53
thunder chicken,remove,1,2022-08-20 21:36:35
chicken breast,add,3,2022-08-20 21:36:18
chili,remove,1,2022-08-20 21:36:00
ribeye,remove,2,2022-08-20 21:35:53
perogie,remove,2,2022-08-20 21:35:41
supreme crunch,add,3,2022-08-20 21:35:33
supreme crunch,remove,2,2022-08-20 21:35:22
softshell crab,remove,1,2022-08-20 21:34:57
snowcrab,remove,1,2022-08-20 21:34:52
shredded chicken,add,3,2022-08-20 21:34:41
shredded chicken,remove,3,2022-08-20 21:34:31
haddock fish,remove,1,2022-08-20 21:34:22
lobster,remove,3,2022-08-20 21:34:08
pork,add,4,2022-08-20 21:33:51
pork,remove,23,2022-08-20 21:33:50
cabbage,remove,4,2022-08-20 14:15:10
green onion,add,3,2022-08-20 13:07:09
haddock fish,add,1,2022-08-20 12:55:49
snowcrab,add,1,2022-08-20 12:55:43
ribeye,add,1,2022-08-20 12:53:05
supreme crunch,remove,2,2022-08-20 12:52:37
shrimp,remove,3,2022-08-20 12:51:41
shredded chicken,add,2,2022-08-20 12:51:05
haddock fish,remove,2,2022-08-20 12:50:47
lobster,add,2,2022-08-20 12:50:36
cheese curds,remove,40,2022-08-20 12:47:52
carrots,add,1,2022-08-20 12:46:03
avacodo,add,1,2022-08-20 12:45:46
avacodo,add,2,2022-08-20 12:45:36
peameal bacon,remove,5,2022-08-20 12:44:39
bacon,remove,3,2022-08-20 12:44:12
bacon,add,6,2022-08-20 12:43:52
bacon,remove,7,2022-08-20 12:43:40
cheddar sliced,remove,5,2022-08-20 12:39:41
pretzel,add,1,2022-08-20 12:37:45
krispy kreme,add,5,2022-08-20 12:37:17
krispy kreme,remove,45,2022-08-20 12:37:15
ground beef,remove,1,2022-08-20 10:09:00
ribeye,add,1,2022-08-20 09:51:44
bacon,remove,2,2022-08-20 09:29:32
bacon,remove,8,2022-08-20 09:28:41
chives,remove,1,2022-08-20 09:27:53
lobster,remove,2,2022-08-20 09:27:46
lobster,remove,1,2022-08-20 09:19:05
oil,remove,5,2022-08-20 09:16:56
forks,remove,2,2022-08-20 09:16:30
soup spoons,add,2,2022-08-20 09:15:20
gloves,remove,1,2022-08-20 09:14:23
napkins,add,1,2022-08-20 09:14:18
plastic portion,remove,1,2022-08-20 09:13:21
kimchi,remove,2,2022-08-19 21:23:59
fries,remove,7,2022-08-19 21:23:55
carrots,remove,1,2022-08-19 20:09:05
kimchi,remove,4,2022-08-19 20:08:55
shrimp,remove,2,2022-08-19 20:08:32
chicken breast,remove,3,2022-08-19 18:46:29
chicken breast,remove,2,2022-08-19 18:45:53
thunder chicken,remove,2,2022-08-19 18:45:41
gloves,remove,1,2022-08-19 18:19:22
fries,remove,7,2022-08-19 18:19:17
pork,add,6,2022-08-19 18:05:11
krispy kreme,add,50,2022-08-19 18:04:46
butter milk,add,2,2022-08-19 18:00:28
salt,add,1,2022-08-19 18:00:05
5 piece cutlery,add,7,2022-08-19 17:59:47
napkins,add,8,2022-08-19 17:59:00
paper towels,add,2,2022-08-19 17:58:48
#8,add,15,2022-08-19 17:58:19
krispy kreme,remove,15,2022-08-19 17:51:07
ciabatta,remove,2,2022-08-19 17:51:02
water,add,1,2022-08-19 17:41:50
water,remove,1,2022-08-19 17:41:48
water,remove,1,2022-08-19 17:41:46
doritos,remove,2,2022-08-19 17:36:27
bomba chicken,add,2,2022-08-19 17:36:22
veal,remove,4,2022-08-19 17:36:07
veal,remove,1,2022-08-19 17:33:49
water,remove,1,2022-08-19 17:33:44
pork,remove,15,2022-08-19 17:33:38
salsa,add,5,2022-08-19 17:25:02
golden malted,add,3,2022-08-19 17:24:51
lemon juice,add,1,2022-08-19 17:24:45
quaker mix,add,2,2022-08-19 17:24:29
veal,remove,1,2022-08-19 17:24:02
tortilla,add,8,2022-08-19 17:17:58
siracha,add,6,2022-08-19 17:17:43
paper towels,add,3,2022-08-19 17:17:30
gloves,add,3,2022-08-19 17:17:24
cholula,add,2,2022-08-19 17:17:06
snake sack,add,1,2022-08-19 17:16:57
#3,add,3,2022-08-19 17:12:34
bleach,add,2,2022-08-19 17:12:17
plastic portion,add,2,2022-08-19 17:12:11
#3,add,2,2022-08-19 17:12:04
#3,add,2,2022-08-19 17:11:57
paper towels,add,2,2022-08-19 17:11:33
bbq sauce,add,6,2022-08-19 17:11:27
beans,add,3,2022-08-19 17:10:48
goldfish,add,2,2022-08-19 17:10:30
gloves,add,3,2022-08-19 17:10:17
forks,add,2,2022-08-19 17:06:38
mustard,add,3,2022-08-19 17:06:25
oil,add,25,2022-08-19 17:06:14
cheese sauce,add,2,2022-08-19 17:05:24
pancake waffle,add,2,2022-08-19 17:05:02
mustard,remove,1,2022-08-19 17:03:07
salsa,add,4,2022-08-19 17:01:53
gravy,add,31,2022-08-19 17:01:39
mustard,add,2,2022-08-19 17:01:18
tortilla,add,3,2022-08-19 17:01:10
doritos,add,6,2022-08-19 17:00:58
belgian waffle,add,3,2022-08-19 17:00:49
forks,add,18,2022-08-19 17:00:39
salsa,add,3,2022-08-19 17:00:18
siracha,add,1,2022-08-19 16:59:33
#8,add,40,2022-08-19 16:55:50
mustard,add,1,2022-08-19 16:54:43
soap dispenser,add,6,2022-08-19 16:54:37
gravy,add,70,2022-08-19 16:54:27
shredded lettuce,add,2,2022-08-19 16:43:27
pretzel,add,15,2022-08-19 16:42:11
pickles,add,2,2022-08-19 16:41:52
bacon,add,3,2022-08-19 16:41:38
peameal bacon,add,8,2022-08-19 16:41:31
fries,add,296,2022-08-19 16:41:07
water,add,6,2022-08-19 16:40:54
ground beef,add,3,2022-08-19 16:40:47
salad,add,2,2022-08-19 16:40:42
shredded cheese,add,7,2022-08-19 16:40:36
mozzarella,add,2,2022-08-19 16:40:19
cheddar sliced,add,15,2022-08-19 16:40:14
cheese ribbons,add,4,2022-08-19 16:39:58
bean sprouts,add,1,2022-08-19 16:39:50
dill,add,1,2022-08-19 16:39:39
chives,add,1,2022-08-19 16:39:35
cilantro,add,2,2022-08-19 16:39:30
eggs,add,8,2022-08-19 16:39:23
ciabatta,add,16,2022-08-19 16:39:12
cheese curds,add,37,2022-08-19 16:36:34
cheese curds,add,4,2022-08-19 16:34:25
avacodo,add,12,2022-08-19 16:34:07
ground beef,add,4,2022-08-19 16:33:30
cheese curds,add,9,2022-08-19 16:33:17
butter,add,1,2022-08-19 16:32:57
krispy kreme,add,70,2022-08-19 16:32:11
burger lettuce,add,11,2022-08-19 16:31:41
kimchi,add,6,2022-08-19 16:31:20
carrots,add,1,2022-08-19 16:31:09
tomato,add,1,2022-08-19 16:31:05
pico,add,4,2022-08-19 16:30:56
ground beef,add,2,2022-08-19 16:30:12
limes,add,1,2022-08-19 16:29:47
salted butter,add,1,2022-08-19 16:29:43
cream,add,2,2022-08-19 16:28:43
beyond burger,add,7,2022-08-19 16:27:53
bacon,add,12,2022-08-19 16:26:44
bacon,add,11,2022-08-19 16:26:37
bacon,add,11,2022-08-19 16:26:30
bacon,remove,34,2022-08-19 16:26:18
bacon,add,23,2022-08-19 16:25:43
sour cream,add,6,2022-08-19 16:25:08
cabbage,add,11,2022-08-19 16:24:54
bacon,add,11,2022-08-19 16:24:25
peameal bacon,add,11,2022-08-19 16:24:02
peameal bacon,add,11,2022-08-19 16:23:54
beef burgers,add,38,2022-08-19 16:23:30
pork,add,72,2022-08-19 16:09:34
chicken breast,add,14,2022-08-19 16:03:20
supreme crunch,add,1,2022-08-19 16:03:02
supreme crunch,add,8,2022-08-19 16:02:01
cheese curds,add,4,2022-08-19 16:01:41
cheese curds,add,16,2022-08-19 16:01:03
thunder chicken,add,13,2022-08-19 16:00:04
perogie,add,6,2022-08-19 15:59:49
chili,add,2,2022-08-19 15:59:41
veal,add,7,2022-08-19 15:59:07
supreme crunch,add,21,2022-08-19 15:58:38
snowcrab,add,2,2022-08-19 15:56:45
softshell crab,add,2,2022-08-19 15:56:33
shredded chicken,add,8,2022-08-19 15:56:08
lobster,add,3,2022-08-19 15:55:33
lobster,add,5,2022-08-19 15:54:58
shrimp,add,2,2022-08-19 15:54:44
shrimp,add,9,2022-08-19 15:54:34
haddock fish,add,8,2022-08-19 15:53:37
fries,add,1,2022-08-05 09:23:23
